genes_95_81_19_25_50_41_52_0_21_31_77_1_36_98_40_30_5_78_94_90_74_67_3_13_92_80_6_85_34_55_66_15_61_86_99_67_73_49_93_19,0,0.0,0.0,95,81,19,25,50,41,52,0,21,31,77,1,36,98,40,30,5,78,94,90,74,67,3,13,92,80,6,85,34,55,66,15,61,86,99,67,73,49,93,19
genes_51_0_66_72_90_75_50_0_60_32_78_70_43_100_51_88_88_60_45_31_59_28_88_5_53_5_14_38_36_2_69_97_84_52_97_0_14_1_14_0,2,0.028917430452292926,30.807213045087863,51,0,66,72,90,75,50,0,60,32,78,70,43,100,51,88,88,60,45,31,59,28,88,5,53,5,14,38,36,2,69,97,84,52,97,0,14,1,14,0
genes_40_95_7_66_70_21_74_46_54_34_16_17_47_39_56_80_77_20_97_52_60_97_5_80_53_47_5_31_35_84_37_43_23_90_25_64_94_31_79_16,2,0.06736280451176652,50.99147249745422,40,95,7,66,70,21,74,46,54,34,16,17,47,39,56,80,77,20,97,52,60,97,5,80,53,47,5,31,35,84,37,43,23,90,25,64,94,31,79,16
genes_0_3_92_46_97_44_37_5_62_28_85_13_69_62_35_91_93_91_87_30_85_92_98_14_5_100_7_49_92_55_66_38_1_33_100_43_14_64_45_5,4,0.06660921576881536,66.14350595799942,0,3,92,46,97,44,37,5,62,28,85,13,69,62,35,91,93,91,87,30,85,92,98,14,5,100,7,49,92,55,66,38,1,33,100,43,14,64,45,5
genes_17_45_92_18_86_31_49_1_60_25_21_65_47_69_56_83_1_60_25_74_12_47_70_69_9_47_16_32_38_45_1_94_88_28_100_44_51_34_27_21,4,0.06298441015170989,67.11238411629623,17,45,92,18,86,31,49,1,60,25,21,65,47,69,56,83,1,60,25,74,12,47,70,69,9,47,16,32,38,45,1,94,88,28,100,44,51,34,27,21
genes_98_88_17_57_66_18_43_0_55_99_44_37_100_61_99_15_90_73_74_49_55_64_11_18_95_25_66_45_15_40_46_97_52_16_25_32_64_38_99_32,7,0.060311888967547175,76.7543929675981,98,88,17,57,66,18,43,0,55,99,44,37,100,61,99,15,90,73,74,49,55,64,11,18,95,25,66,45,15,40,46,97,52,16,25,32,64,38,99,32
genes_50_78_36_64_76_43_51_98_55_28_17_9_94_15_25_2_9_18_94_5_87_50_96_34_66_49_18_33_38_0_37_44_6_58_99_55_12_46_99_0,4,0.058731659127116476,79.6850703735958,50,78,36,64,76,43,51,98,55,28,17,9,94,15,25,2,9,18,94,5,87,50,96,34,66,49,18,33,38,0,37,44,6,58,99,55,12,46,99,0
genes_42_64_16_23_79_56_93_2_57_1_8_26_6_78_62_86_86_79_40_70_74_31_72_77_53_25_6_15_40_0_37_45_1_25_97_65_56_42_16_9,2,0.07929977514524135,84.43056720848533,42,64,16,23,79,56,93,2,57,1,8,26,6,78,62,86,86,79,40,70,74,31,72,77,53,25,6,15,40,0,37,45,1,25,97,65,56,42,16,9
genes_48_55_28_37_82_18_5_60_65_31_75_21_15_59_62_31_0_63_34_52_55_69_11_49_53_25_71_31_5_34_71_97_60_89_27_96_62_48_85_29,4,0.05085062006470733,85.28183557910808,48,55,28,37,82,18,5,60,65,31,75,21,15,59,62,31,0,63,34,52,55,69,11,49,53,25,71,31,5,34,71,97,60,89,27,96,62,48,85,29
genes_17_22_66_37_86_18_48_63_55_99_35_37_50_59_100_14_77_73_99_83_55_64_8_20_52_29_66_45_40_98_67_3_57_16_25_64_58_37_90_32,4,0.07559906550083084,98.10917098317111,17,22,66,37,86,18,48,63,55,99,35,37,50,59,100,14,77,73,99,83,55,64,8,20,52,29,66,45,40,98,67,3,57,16,25,64,58,37,90,32
genes_36_31_18_52_8_43_45_61_54_61_52_65_34_65_41_86_90_91_94_5_87_99_36_14_10_49_13_84_38_42_29_47_1_69_24_38_12_29_44_5,4,0.07815912093272942,105.34464553045629,36,31,18,52,8,43,45,61,54,61,52,65,34,65,41,86,90,91,94,5,87,99,36,14,10,49,13,84,38,42,29,47,1,69,24,38,12,29,44,5
genes_45_82_65_39_79_89_49_6_52_87_35_68_36_59_28_60_52_86_99_30_55_76_13_25_49_13_3_23_34_28_69_47_7_67_100_100_70_24_92_1,2,0.06647757954153363,105.5998597885227,45,82,65,39,79,89,49,6,52,87,35,68,36,59,28,60,52,86,99,30,55,76,13,25,49,13,3,23,34,28,69,47,7,67,100,100,70,24,92,1
genes_31_49_21_89_56_45_37_9_88_27_15_1_43_63_72_92_88_60_84_92_55_77_50_26_16_80_22_36_91_15_21_76_7_62_45_37_17_43_94_93,6,0.0703813350766629,106.53006905513475,31,49,21,89,56,45,37,9,88,27,15,1,43,63,72,92,88,60,84,92,55,77,50,26,16,80,22,36,91,15,21,76,7,62,45,37,17,43,94,93
genes_92_78_40_93_82_43_79_98_21_63_36_77_37_15_25_87_81_96_97_45_60_65_93_34_9_80_15_85_38_55_37_79_72_85_97_36_12_46_79_70,2,0.07928744954706658,107.31116686475579,92,78,40,93,82,43,79,98,21,63,36,77,37,15,25,87,81,96,97,45,60,65,93,34,9,80,15,85,38,55,37,79,72,85,97,36,12,46,79,70
genes_95_45_65_33_89_79_4_10_0_95_80_63_20_73_99_91_77_60_100_42_55_25_98_94_100_1_14_42_15_62_12_94_61_90_0_39_96_42_45_10,6,0.07785024653804377,112.31461728106682,95,45,65,33,89,79,4,10,0,95,80,63,20,73,99,91,77,60,100,42,55,25,98,94,100,1,14,42,15,62,12,94,61,90,0,39,96,42,45,10
genes_48_92_18_46_53_47_55_80_55_68_22_21_38_32_21_86_48_59_55_86_55_77_13_40_92_45_18_32_15_30_67_3_61_55_22_9_68_42_26_19,5,0.08393538460930326,113.36254860306262,48,92,18,46,53,47,55,80,55,68,22,21,38,32,21,86,48,59,55,86,55,77,13,40,92,45,18,32,15,30,67,3,61,55,22,9,68,42,26,19
genes_36_31_11_100_46_46_69_0_18_37_4_66_36_31_49_92_0_84_36_45_55_39_32_17_43_80_100_50_40_62_14_44_33_89_100_54_70_49_59_70,2,0.08667483852139865,116.7002316380584,36,31,11,100,46,46,69,0,18,37,4,66,36,31,49,92,0,84,36,45,55,39,32,17,43,80,100,50,40,62,14,44,33,89,100,54,70,49,59,70
genes_40_66_95_92_79_51_74_8_88_98_16_22_43_63_22_92_88_91_84_92_59_100_11_49_66_47_76_36_63_61_21_99_3_58_95_37_17_46_60_93,5,0.07308566005528651,119.43994731473806,40,66,95,92,79,51,74,8,88,98,16,22,43,63,22,92,88,91,84,92,59,100,11,49,66,47,76,36,63,61,21,99,3,58,95,37,17,46,60,93
genes_40_3_8_70_86_45_55_0_60_7_24_16_47_58_56_77_91_68_10_49_8_31_8_70_57_98_100_33_95_100_16_10_88_90_24_75_98_43_92_9,4,0.08505061515917772,127.40691887655673,40,3,8,70,86,45,55,0,60,7,24,16,47,58,56,77,91,68,10,49,8,31,8,70,57,98,100,33,95,100,16,10,88,90,24,75,98,43,92,9
genes_92_31_18_96_6_29_69_6_82_34_19_64_21_98_56_87_87_68_46_91_83_65_5_20_45_28_62_45_0_100_22_48_38_48_99_72_68_49_75_2,5,0.09304649561726715,128.41360996817644,92,31,18,96,6,29,69,6,82,34,19,64,21,98,56,87,87,68,46,91,83,65,5,20,45,28,62,45,0,100,22,48,38,48,99,72,68,49,75,2
genes_11_31_65_92_86_89_57_16_58_97_29_68_93_64_49_5_92_90_88_30_54_100_11_16_53_12_39_23_85_29_23_43_9_90_100_46_17_27_82_10,5,0.08454410199134649,130.4386313859165,11,31,65,92,86,89,57,16,58,97,29,68,93,64,49,5,92,90,88,30,54,100,11,16,53,12,39,23,85,29,23,43,9,90,100,46,17,27,82,10
genes_91_3_11_55_79_47_74_8_17_25_22_13_42_51_56_5_87_68_46_76_16_65_72_40_32_70_7_42_12_45_15_56_84_90_10_2_68_60_91_0,5,0.09066328374273468,131.48049725508872,91,3,11,55,79,47,74,8,17,25,22,13,42,51,56,5,87,68,46,76,16,65,72,40,32,70,7,42,12,45,15,56,84,90,10,2,68,60,91,0
genes_92_45_93_25_79_43_74_12_1_63_24_69_48_60_91_79_81_60_97_45_56_26_9_49_16_1_9_92_15_55_17_0_61_85_70_65_43_46_79_70,4,0.07277775262937419,145.14489644866683,92,45,93,25,79,43,74,12,1,63,24,69,48,60,91,79,81,60,97,45,56,26,9,49,16,1,9,92,15,55,17,0,61,85,70,65,43,46,79,70
genes_94_49_92_50_82_43_36_65_2_31_31_40_20_93_14_86_73_60_99_100_66_65_14_44_100_61_4_46_40_62_70_94_25_72_36_44_61_31_39_10,2,0.07008136204386842,155.28876132938532,94,49,92,50,82,43,36,65,2,31,31,40,20,93,14,86,73,60,99,100,66,65,14,44,100,61,4,46,40,62,70,94,25,72,36,44,61,31,39,10
genes_45_51_92_74_77_48_74_0_17_63_12_14_21_89_49_87_81_80_27_45_79_25_10_71_16_47_56_85_36_46_17_38_59_72_97_44_53_46_83_96,5,0.08824147445914096,159.5243638023664,45,51,92,74,77,48,74,0,17,63,12,14,21,89,49,87,81,80,27,45,79,25,10,71,16,47,56,85,36,46,17,38,59,72,97,44,53,46,83,96
genes_50_49_28_50_72_45_14_75_81_1_30_26_20_78_76_86_48_74_34_61_63_67_38_33_43_25_7_79_35_17_37_31_25_69_36_30_10_42_39_0,5,0.10392670027544322,162.7039848060111,50,49,28,50,72,45,14,75,81,1,30,26,20,78,76,86,48,74,34,61,63,67,38,33,43,25,7,79,35,17,37,31,25,69,36,30,10,42,39,0
genes_49_83_16_72_100_25_50_2_65_35_13_70_68_78_21_81_86_11_95_30_60_31_72_36_59_36_92_15_33_2_72_43_59_20_42_67_14_12_16_0,5,0.1030164012516775,166.83586128204257,49,83,16,72,100,25,50,2,65,35,13,70,68,78,21,81,86,11,95,30,60,31,72,36,59,36,92,15,33,2,72,43,59,20,42,67,14,12,16,0
