genes_37_48_46_98_99_49_80_92_87_85_37_5_55_64_63_50_59_82_35_40_49_91_87_51_9_77_34_63_80_92_18_74_0_95_38_40_49_92_96_36,0,0.0,0.0,37,48,46,98,99,49,80,92,87,85,37,5,55,64,63,50,59,82,35,40,49,91,87,51,9,77,34,63,80,92,18,74,0,95,38,40,49,92,96,36
genes_67_40_84_64_98_47_97_6_92_24_46_16_97_100_23_50_20_88_65_55_42_6_85_92_60_66_31_3_59_30_49_84_0_90_71_6_56_49_18_73,0,0.0,0.0,67,40,84,64,98,47,97,6,92,24,46,16,97,100,23,50,20,88,65,55,42,6,85,92,60,66,31,3,59,30,49,84,0,90,71,6,56,49,18,73
genes_91_28_43_70_23_77_33_52_85_55_45_15_68_40_22_50_87_15_100_69_90_38_92_52_12_11_39_69_30_92_49_26_7_92_15_53_98_42_67_58,3,0.0684954299721554,50.445160521441714,91,28,43,70,23,77,33,52,85,55,45,15,68,40,22,50,87,15,100,69,90,38,92,52,12,11,39,69,30,92,49,26,7,92,15,53,98,42,67,58
genes_10_18_11_64_15_76_91_3_80_24_43_5_72_97_62_54_90_87_97_5_44_36_98_41_13_2_34_35_35_92_14_98_59_92_14_61_49_10_58_54,3,0.06840173466921036,62.22709700128303,10,18,11,64,15,76,91,3,80,24,43,5,72,97,62,54,90,87,97,5,44,36,98,41,13,2,34,35,35,92,14,98,59,92,14,61,49,10,58,54
genes_91_43_43_64_21_35_80_0_77_81_48_4_67_40_19_50_87_21_61_66_55_38_74_85_60_11_81_31_79_44_51_84_51_87_15_53_98_68_69_35,6,0.07281348412565673,73.72255398075177,91,43,43,64,21,35,80,0,77,81,48,4,67,40,19,50,87,21,61,66,55,38,74,85,60,11,81,31,79,44,51,84,51,87,15,53,98,68,69,35
genes_12_25_63_68_92_30_50_10_3_21_48_13_0_97_23_46_91_100_83_96_39_95_98_49_7_15_34_0_87_22_88_92_51_80_59_61_55_84_58_40,7,0.06157111840755149,79.72560909385234,12,25,63,68,92,30,50,10,3,21,48,13,0,97,23,46,91,100,83,96,39,95,98,49,7,15,34,0,87,22,88,92,51,80,59,61,55,84,58,40
genes_58_21_89_64_97_46_6_2_85_17_41_4_98_100_12_50_18_35_35_96_39_95_85_6_60_41_35_4_4_82_14_92_0_80_2_56_55_8_66_43,6,0.08534904829957342,94.43811903065621,58,21,89,64,97,46,6,2,85,17,41,4,98,100,12,50,18,35,35,96,39,95,85,6,60,41,35,4,4,82,14,92,0,80,2,56,55,8,66,43
genes_6_10_45_89_97_34_8_75_78_24_41_16_100_100_12_60_20_88_65_55_39_6_85_93_8_64_32_0_58_67_49_84_5_90_71_77_52_49_18_43,5,0.07752206053306117,97.65549503389586,6,10,45,89,97,34,8,75,78,24,41,16,100,100,12,60,20,88,65,55,39,6,85,93,8,64,32,0,58,67,49,84,5,90,71,77,52,49,18,43
genes_26_90_19_61_92_35_20_78_86_40_48_4_48_53_62_52_17_38_19_29_86_91_90_91_0_35_70_60_88_99_93_74_87_92_85_36_59_1_24_34,3,0.07880619484454275,98.52702068254871,26,90,19,61,92,35,20,78,86,40,48,4,48,53,62,52,17,38,19,29,86,91,90,91,0,35,70,60,88,99,93,74,87,92,85,36,59,1,24,34
genes_61_39_44_79_98_46_26_74_87_9_43_4_47_53_66_50_41_34_39_16_49_95_84_3_55_42_31_75_79_99_16_72_54_91_1_31_4_89_58_27,3,0.09726538092784283,101.44030402000995,61,39,44,79,98,46,26,74,87,9,43,4,47,53,66,50,41,34,39,16,49,95,84,3,55,42,31,75,79,99,16,72,54,91,1,31,4,89,58,27
